"Index","Pair.1","Pair.2","Pair.3","Pair.4","Pair.5","Pair.6","Pair.7","Pair.8","Pair.9","Pair.10","Pair.11","Pair.12","Pair.13","Pair.14","Pair.15","Pair.16","Pair.17","Pair.18","Pair.19","Pair.20","Pair.21","Pair.22","Pair.23","Pair.24","Pair.25","Pair.26","Pair.27","Pair.28","Pair.29","Pair.30","Pair.31","Pair.32","Pair.33","Pair.34","Pair.35","Pair.36","Pair.37","Pair.38","Pair.39","Pair.40","Pair.41","Pair.42","Pair.43","Pair.44","Pair.45","Pair.46","Pair.47","Pair.48","Pair.49","Pair.50","Pair.51","Pair.52","Pair.53","Pair.54","Pair.55","Pair.56","Pair.57","Pair.58","Pair.59","Pair.60","Pair.61","Pair.62","Pair.63","Pair.64","Pair.65","Pair.66","Pair.67","Pair.68","Pair.69","Pair.70","Pair.71","Pair.72","Pair.73"
"2012-02-13",-0.162370170733762,-1.22301482268614,-0.245545934165441,-0.463384869614339,-0.19892572228011,-0.217304329254747,-0.616541833338761,-0.720344240543295,-0.286521651706182,-0.457558652167634,-1.20023344603738,-1.02862365128817,-1.1976119639429,0.0111822986787623,-0.41088386967494,-0.322170629449605,-1.50310127522006,-0.0865528629345227,-0.327712226986645,-0.326378154140643,-0.224561562932599,-0.708822049293846,0.058654099787488,-0.46343080485912,-0.122472575748532,-0.273715478291904,-0.254039891353182,-0.25263470816067,-0.144742269407773,-0.421392749698421,0.146683891513692,-1.03846052549211,-0.35821964141432,0.204958568967521,0.0239559399651124,0.167678829806898,-0.4562027245099,-0.284114052381699,-0.0347653933451379,-0.0779417500032209,0.0591662330302483,0.096769594728393,0.0345282331418441,-0.26192006479251,-0.0746386806686959,-0.18298784282979,-0.0520986982188769,-0.162227237208507,0.294006097798939,-0.0257127208543895,-0.251044012070305,0.199637289447145,0.367507430128672,0.365626332815565,1.02081002765176,0.447129943053047,0.260764155648337,0.0436971309678041,0.893509609463488,0.00877964033487185,-0.333815734365341,-0.507218082711985,0.161719546842677,0.0285217460181921,0.223843190713199,0.0647351216130466,0.251716709563828,-0.423381653781703,-0.806294567579582,-0.723989017554659,-0.517308809060178,-0.104229470701828,-0.201971361363837
"2012-02-14",-0.119544695645461,-1.08630550858508,-0.16437311742262,-0.43324425704791,-0.165032815245747,-0.205457721372814,-0.566395323581486,-0.680568341226738,-0.257453596038357,-0.421555681069263,-1.08390535585161,-0.921377792914378,-1.08003380430665,0.0213362022802988,-0.324068563716875,-0.334033414920225,-1.23373746110404,-0.00156431855403122,-0.196480329947875,-0.198658713547787,-0.108507870171546,-0.490897115443772,0.0772713978551034,-0.374153882746052,-0.0689436540458633,-0.301859059724031,-0.130414220844841,-0.132798581183518,-0.0376159814385213,-0.337953921844181,0.147108869793116,-1.05817400169196,-0.421254299283638,0.142186956680339,0.0195075857590727,0.120920185678422,-0.344419121329427,-0.265859076921639,-0.0505194324832601,-0.0857087009001212,0.0624634743678134,0.141947589265905,0.0278164126849511,-0.259946716516717,-0.0765825704188651,-0.20549440649638,-0.0925991131425654,-0.153251778052673,0.237756198845966,-0.0558646508709702,-0.312030379867421,0.177754066493846,0.308464928455686,0.304674416156646,1.0200885761201,0.400073892339622,0.239021633377418,9.94176699052961e-05,0.72916803453622,-0.0167304146158868,-0.219993935249443,-0.379258571728214,0.125375933653046,-0.012189199513899,0.185762433677645,0.00539105594384446,0.242447732078414,-0.514232937586285,-0.717397776770935,-0.65479516186515,-0.494323362427017,-0.225086474606199,-0.301429304617006
"2012-02-15",-0.0760511962659755,-0.856776704928069,-0.120180142513932,-0.380500692949098,-0.146256870699494,-0.200601981428521,-0.475470587356361,-0.593290074128691,-0.244474048428927,-0.388951103924174,-0.967392671327331,-0.731288677447871,-0.963740057162582,-0.0213658285463414,-0.245380110559839,-0.359078140112662,-0.828623203379251,0.0595251108375209,-0.0841136584487908,-0.0844857588522627,-0.00855314593683103,-0.296517942706699,0.0801662119633573,-0.281376182927466,-0.0545970273491038,-0.339349598394185,-0.0380307481359267,-0.038525755905575,0.0413052347224691,-0.258149480631281,0.163088883681812,-1.07518349768551,-0.478702161874372,0.127521595271399,0.0935277278770887,0.0976269840045471,-0.236556056249219,-0.183435460728063,-0.0797693992027762,-0.106641288903434,0.0536260790445815,0.165345828071183,0.0165417976070248,-0.261290336756831,-0.0910940473319255,-0.230336131238359,-0.122100311399808,-0.163140451232789,0.186331617675586,-0.0867443792991431,-0.34477252414062,0.170031547754414,0.283893206674203,0.281843126396973,0.99400916232211,0.337878032984897,0.267880178048824,-0.00229065386441643,0.552022327295102,-0.0557932451847764,-0.127938936631244,-0.271122156047093,0.0603219853756913,-0.0670153823799165,0.165290704887494,-0.060375296192219,0.229741513757961,-0.774722732356352,-0.892807717742713,-0.877500291629536,-0.610960738459131,-0.584996496691599,-0.651762910248316
"2012-02-16",-0.100418904750583,-0.708512296925852,-0.103939171620413,-0.349978176255217,-0.122008501091209,-0.196513659591238,-0.42168031892333,-0.509429670542117,-0.240246742773053,-0.360147242741749,-0.796880006814136,-0.617535064093461,-0.79208159157274,-0.0355150731992236,-0.265742135891838,-0.26518426574983,-0.458080992915719,0.114628283895676,-0.00225502034678877,-0.00426997224705558,0.0672873689258719,-0.147244477078244,0.0866946572225648,-0.212609008921233,-0.0297770142583302,-0.24984723364616,0.0436902008516803,0.0413807975150967,0.116319902035595,-0.189561890216638,0.163803596308151,-1.07363814277697,-0.53050765700197,0.0954880792749873,0.0744001895192039,0.0798985894828405,-0.173151040359891,-0.122634554512923,-0.103448676870364,-0.130598214549396,0.0757049610523786,0.183728302625314,0.0305723833186217,-0.262947323403139,-0.089640768959146,-0.221104416532936,-0.140897959228046,-0.179312348396401,0.145437174771799,-0.120632946616365,-0.361273725655715,0.164637471898824,0.253589139640133,0.250728119472903,0.990448477849851,0.322381520802175,0.278406553325171,-0.0124039257728062,0.450103285170628,-0.0571838442850235,-0.0156380829972634,-0.188484647342319,0.034006906905067,-0.134394065511427,0.149800555705258,-0.100021045382915,0.182464262558848,-0.873967799307746,-1.02151313503792,-1.01477362820597,-0.691694563400094,-0.873729224337584,-0.936309875785173
"2012-02-17",-0.117205166612178,-0.543839573368984,-0.0932058428435698,-0.317768911643746,-0.101603050831745,-0.194949392208357,-0.336547242143668,-0.428805120132776,-0.236777211181316,-0.334801386765278,-0.6412012687911,-0.488103676627956,-0.633101412672303,0.115930481468611,-0.366666591558578,-0.247728116740894,-0.0639402878269971,0.114237111108014,0.0743543587257495,0.0736612451327075,0.136607846575273,-0.0075095453996384,0.0715526424858933,-0.161644010782107,-0.0268944815226862,-0.240738934048988,0.111278137392463,0.110325577277576,0.175932336855307,-0.144951691983403,0.145804957167092,-1.07391668499727,-0.580523273941191,0.0118036787522634,0.0408172701264413,0.0438562134463503,-0.201629406964909,-0.0741044199467504,-0.165843403392692,-0.161843047654959,0.0841595191149382,0.193952979212274,0.023205838536517,-0.267820661581013,-0.091834126469306,-0.214934223267222,-0.12493384276987,-0.216019771611609,0.0677543887693613,-0.173154455937892,-0.385160746256722,0.124219202579619,0.190476117613067,0.189056482589012,0.908033706501512,0.261066871915175,0.237091755399985,-0.0602497101779792,0.305782788795163,-0.0788766844754318,-0.0278122019145231,-0.244102393487705,0.0161040892853772,-0.173820223764195,0.140239545921752,-0.158055065243857,0.0940123286985418,-1.03762933727975,-1.28703473863615,-1.27492587743174,-0.80217396094407,-1.15451974897883,-1.2093152846912
"2012-02-21",-0.11406301724582,-0.624050807053347,-0.122081599996652,-0.339367332060282,-0.129142957241817,-0.203132641416106,-0.373203696907429,-0.477155693946802,-0.265921095764006,-0.348429413101654,-0.662650078960807,-0.582689641826543,-0.658687707446543,0.120618151034197,-0.427002120535219,-0.168510090837505,0.474143071425277,0.157967248858567,0.17706773972654,0.178937830667009,0.227366700346672,0.113383260793847,0.0480087442604806,-0.103372914980079,0.0544142259704068,-0.175321952905006,0.192746145622401,0.194498000876997,0.24444240622028,-0.101374217649228,0.116152885031725,-1.06851972729859,-0.633237944213105,-0.0706898475726807,-0.122472104679067,-0.0343848351396228,-0.306553991792029,-0.0908094644816458,-0.150858867762097,-0.190357367844693,0.114900296084013,0.202267605875461,-0.00316563915029576,-0.27303347932484,-0.112713910333128,-0.221524064741918,-0.232887973724997,-0.235757922374371,0.0550624958656352,-0.214948695119747,-0.402553687599169,0.0774383880328551,0.127482471309314,0.128511289651951,0.867935502021065,0.195421088663188,0.150144861094912,-0.116087321577077,0.120270655577069,-0.0869140900149563,-0.104184902095715,-0.36456092639283,-0.0189321265927873,-0.122068155536443,0.111444765515088,-0.224649292729131,-0.133903038353325,-1.16969266041797,-1.51957808552898,-1.51313644755532,-0.932571009783394,-1.47944134722766,-1.51721991219903
"2012-02-22",-0.13487688562056,-0.642801183430301,-0.170366524547103,-0.359908546777251,-0.170470320320428,-0.214417235249089,-0.40686386484858,-0.508014607087123,-0.292901695159823,-0.375385465736801,-0.726018314532994,-0.637411100716859,-0.732774989203483,0.0848596127754616,-0.503407757091064,-0.0467311751115338,0.916047754966579,0.209276426258151,0.285406433870286,0.286124618037223,0.327690249228163,0.232295196429535,0.0327346643598068,-0.042407683717075,0.109436715846704,-0.0618642851593794,0.28551365913216,0.286028815624097,0.328318876030729,-0.0515436831766214,0.0913588648129999,-1.05292688211732,-0.672893793600205,-0.152283517954498,-0.165052347839372,-0.101436651086044,-0.351990403013917,-0.136955299152874,-0.129759973586411,-0.207013842578354,0.121590680320757,0.179810573186304,-0.0349276245582892,-0.282552790508039,-0.147546796102146,-0.234577260321986,-0.405653831008302,-0.253037718360357,0.0307615559548657,-0.242313878639729,-0.403279906088445,0.0418428087812383,0.0884448215415896,0.0891718433159333,0.872518848844893,0.142482642763455,0.0904723038331718,-0.154136944698324,-0.0232433493748804,-0.080409559351064,-0.103749965240533,-0.41919508974678,-0.0377433618828922,0.0277431416009147,0.0652795461184175,-0.223928769312566,-0.485251642387843,-1.30137971504708,-1.84335169654728,-1.84731138603226,-1.07843685531292,-1.87238432720413,-1.90132289693974
"2012-02-23",-0.174875070014521,-0.870289008658559,-0.248191162450312,-0.42450939075829,-0.23231095828063,-0.233548576451944,-0.526036766315781,-0.621573325583196,-0.33716360074174,-0.435513870864003,-0.874405263439335,-0.845550958747368,-0.885460199838546,0.00290040799277,-0.595750667970886,0.0408078836788768,1.3486270844768,0.206923522602496,0.360092824482629,0.360808850493467,0.399459995956367,0.332681885436538,0.0128023674795804,-0.00533734927113177,0.155951995111939,0.0213713874747273,0.354058295169908,0.354524965128792,0.393444001995759,-0.0194028236452262,0.0605293395692301,-1.04370690488506,-0.713464435231756,-0.217617247771102,-0.234055035578776,-0.160750885765327,-0.420249185807614,-0.138575189401922,-0.106290888223046,-0.209844632054508,0.146672085114114,0.155226370064141,-0.0490057432449721,-0.291428578540126,-0.175213424035416,-0.245262150618952,-0.5930206198822,-0.268828636879015,0.038335116645068,-0.254394707008746,-0.394438126285639,0.0294759849540742,0.0873403436496905,0.0883260523703725,0.940639581059239,0.122533072052105,0.105161079591934,-0.164819448976284,-0.0900560100541082,-0.0551190660570395,0.0404285515674303,-0.46006946617511,-0.0330906834560228,0.206632036692645,0.0470019565509408,-0.215540577700963,-0.789866711127229,-1.44812702678586,-1.93839074647664,-1.92053863419475,-1.27675267123107,-2.24156257534132,-2.2681809745327
"2012-02-24",-0.22703931587767,-1.11625639948242,-0.312502998827837,-0.481254162356863,-0.290946906847127,-0.252483893197175,-0.638722482701232,-0.710390466078201,-0.374795392000833,-0.491711829993954,-1.03390920428817,-1.04437870047532,-1.05104582360568,0.114261657079348,-0.581340463673432,0.181166247591714,1.74206047790799,0.214084128254861,0.391469663704506,0.389758464220523,0.425416160834047,0.358170157973671,-0.00716549414214146,0.000375840113108103,0.147818201502914,0.157604512097005,0.372271537237971,0.370230520061788,0.405858879372992,-0.0228402614090321,0.0360329956297358,-1.03949488368859,-0.749102949645753,-0.22829641272672,-0.387117330346567,-0.208128391492667,-0.393222891506683,-0.134794482624121,-0.09557605744033,-0.218427567373399,0.177037504110494,0.134845506805087,-0.0616103731153453,-0.297691964394562,-0.194519876710865,-0.245741125436771,-0.725753000622704,-0.274070349516274,0.0240664642498006,-0.254387053689578,-0.404836930748937,0.0157702660037545,0.0903193926041143,0.089641340776012,1.0306074045281,0.118394046297461,0.10061412257112,-0.175347725025227,-0.139788173328415,-0.0253634312111922,0.161889739772687,-0.379822030084555,-0.0482483104808087,0.360554807177421,0.0216085183207678,-0.20673541234774,-1.04006049691472,-1.27548124645608,-1.89952664798972,-1.88210332027193,-1.25131462368892,-2.20414152041161,-2.21584230332746
"2012-02-27",-0.231808551506775,-1.31086988122876,-0.378650907400181,-0.52651732305361,-0.342913056931498,-0.270019533004752,-0.73717673932657,-0.806790658702126,-0.409965738980156,-0.546900294381535,-1.17683083181598,-1.19164543653607,-1.19885378424762,0.302374881315681,-0.533097536527279,0.231982608451314,2.00291183226019,0.219195527951405,0.429420692246484,0.424465221504718,0.452977149804021,0.371970530961366,-0.0329565591591217,0.00232385091746557,0.155271667636871,0.193178125954105,0.401417986486718,0.395978046852312,0.423957646393792,-0.027615602434655,0.0151123412566229,-1.0375868091495,-0.792166489208962,-0.305787804992257,-0.454393940954383,-0.276830147460726,-0.322191406703404,-0.131112395688933,-0.0959966433539326,-0.223446473931491,0.131085555029638,0.110383134474573,-0.0739675090859199,-0.306803743009543,-0.213118046196564,-0.240119864970584,-0.876819950847427,-0.277623943425478,0.0216165658168759,-0.250965898622875,-0.426381520759881,0.010019783661086,0.0977971268634327,0.0948425411492551,1.07668887353502,0.11600652862867,0.0841772179608245,-0.18941475965527,-0.157224567629158,-0.0517745994856777,0.249330380083723,-0.204499832186416,-0.0179012153962479,0.500616724632677,0.0200380523948044,-0.186607574397599,-1.27592336033686,-1.20470522349987,-1.75002207453029,-1.73317497465276,-1.23134371952957,-2.19526413731125,-2.17952649686779
