Date,Pair 1,Pair 2,Pair 3,Pair 4,Pair 5,Pair 6,Pair 7,Pair 8,Pair 9,Pair 10,Pair 11,Pair 12,Pair 13,Pair 14,Pair 15,Pair 16,Pair 17,Pair 18,Pair 19,Pair 20,Pair 21,Pair 22,Pair 23,Pair 24,Pair 25,Pair 26,Pair 27,Pair 28,Pair 29,Pair 30,Pair 31,Pair 32,Pair 33,Pair 34,Pair 35,Pair 36,Pair 37,Pair 38,Pair 39,Pair 40,Pair 41,Pair 42,Pair 43,Pair 44,Pair 45,Pair 46,Pair 47,Pair 48,Pair 49,Pair 50,Pair 51,Pair 52,Pair 53,Pair 54,Pair 55,Pair 56,Pair 57,Pair 58,Pair 59,Pair 60,Pair 61,Pair 62,Pair 63,Pair 64,Pair 65,Pair 66,Pair 67,Pair 68,Pair 69,Pair 70,Pair 71,Pair 72,Pair 73
2012-01-03,1.3530817706163525,0.09361732916153187,0.008818225161336457,0.009998117870296142,0.003290296123752867,0.0021074706793426934,0.011185805439936303,0.015526835670133465,0.008405865980330773,0.012788924211992736,0.05386959328687624,0.0682496264709016,0.06963659747263762,2.2213364550480463,5.056672855194577,0.9095681230308088,11.168060851333564,2.0013312593514456,4.484529503066085,4.1011461428600455,2.2936169787390597,2.8662298009793403,1.2347990742335924,2.1782503019094364,0.6708679676028346,0.931220978700285,4.591286619566418,4.1987765712603675,2.3482180098704077,2.2301049549090024,0.4297638518530773,9.76850934218897,15.17025916937294,3.4058627196455333,2.093828201036871,0.6466730859696099,3.1484789075140327,1.5862642333480608,1.5973689928488461,1.2003846971168421,0.646111942096649,1.3489733346176482,0.503335042225932,0.3223916035152756,5.226234410766658,2.458810084653031,1.8470926954642906,0.87057796215678,0.9739948889691235,0.7319339269903988,1.1135851490338737,2.9747886830425827,6.6658268350911385,6.095963912159846,5.413174247906525,3.409243622067031,4.260378153347716,3.237762022991703,2.9883816539347805,1.3995622543275523,3.493938977212821,8.936129193179909,1.8287891736479551,4.496165551512448,1.2829756598892779,4.422972079038942,1.0513708370367105,4.472087757312796,14.092436704898248,5.81492448919159,10.709837186325927,10.114942546705542,9.884939268844732
2012-01-04,1.0507739091174528,4.0976754023501485,0.3882663806090658,0.43126052261982295,0.11980035569202041,0.10350843996581593,0.6242720305488767,0.6892366024091103,0.3319646240083216,-0.007013398465460341,2.051367562751068,2.74094801574293,2.719666962672008,1.705187450977121,4.223076830948855,1.095424997311845,12.66950783464938,2.351784196251458,5.050410570989982,4.62976058764076,2.536082169243393,3.0019777111691894,1.2574134956027123,2.169170313201711,0.895706738571775,1.0161672276389062,4.659643331891331,4.2723999683698395,2.336224530009723,1.9793686069190741,0.24182778926662252,7.917863237608955,12.328399832696146,2.2920639740521622,1.7866937937879044,0.4469961511184266,-0.797808451814717,1.2118063298459703,1.223077798745134,0.7339864394950304,0.9946980021267962,1.0963986193367,0.3748376732445218,0.27667090787706305,4.202128570249684,2.33519642687061,1.283222531145789,0.8781501184150411,1.1704746041738083,0.6977028894667807,0.3824746903001284,2.9970165486173457,6.488539519746013,5.945333037638079,5.368425243204172,3.2699687737677436,3.9132203949749425,2.8577536151691874,2.4183442357815323,1.7576613636387002,3.3103662379436756,4.6356175768137575,1.7230920503413714,4.299333089783644,1.6061891368193315,3.859796167930938,0.8632564657129578,3.394933322398966,10.200942009347145,4.102083326302537,7.6283853911229755,6.7173883195141215,6.806709596085632
2012-01-05,0.43939048836292116,2.128258106771227,0.24366446490323135,-0.0055428676505542285,0.03417525419952927,0.1235533060783145,0.21141170452376912,0.6251120127705079,0.5401012832890757,-0.01678611016244247,0.3605953737669694,0.5521230103731369,0.5659716150491505,1.4187241503536114,3.925655899411211,1.1495454565299852,4.294428395488183,1.8613892824784983,3.465754547137081,3.2308508873979918,1.8310159378607551,1.7982905575747026,1.1749021287907482,1.5637461620909647,0.5529153134542177,1.1407063148303536,3.417229664151023,3.186613919457116,1.8062587660884262,1.5395765621898576,0.18001735649703043,6.751508039795839,11.372097871146103,1.4698180216895125,1.9409893750235199,0.997782478285572,0.4078034282968588,0.987086508241859,0.8466757180318147,1.0908312899838783,1.1553205421578205,1.1091964351825077,0.3363576532154955,0.35043272034475015,4.123856974194375,2.263017113295952,1.082691297012552,0.6403847024683635,1.0076729661204809,1.203858470890772,0.715108192153302,3.212010878880129,6.451997250633781,5.964948616242211,4.729777420458404,3.35881656582373,3.678945381918936,2.996634834628807,2.744084073010171,1.812606509007768,2.9432492208311274,4.421251547045358,2.246102959563622,3.897809432753519,1.6850137274083785,3.11425804186959,0.7786527767230886,3.3089255664093464,8.364055467243972,3.2506363840380104,6.560200166453477,6.064891223386965,6.016525890504148
2012-01-06,0.06879891178856923,8.333747525333393,0.9768583837098497,0.5868572053598484,0.2531025887129159,0.22460382403709955,0.9681059664125691,1.9211696403713887,1.131313523699065,0.2879400596950852,4.152456275240326,5.938235223529091,5.652570672602039,1.2607013159207128,3.6832606107095955,1.305423206426937,5.455563370042967,1.9111389411914246,3.106220596858549,2.9383298529191393,1.6499775488650528,1.4430968394565724,1.3403258264296412,1.6754004947102956,0.4454978062948882,1.27254153903473,2.9367086698097324,2.783522958726934,1.5634406751802814,1.5932294663768545,0.07985040791110798,6.136375416259785,10.995098948066628,1.7947708548364787,2.658396494806695,1.2333326618366343,4.534352256481895,1.1796256982190414,0.8314073591295248,1.13982351003499,1.8183363879871628,1.4363457689730534,0.39238528204711187,0.3432062890761447,5.057446174922006,2.9456194394830746,1.2873174176170927,0.5937169276210756,1.049609841933222,1.2814170092900223,0.19831187412595952,3.683993581673228,6.9920846709398745,6.4990241582514585,4.955815729130336,3.6405000956245814,3.877766457885869,3.5530317434116228,3.068747239466809,2.256492361200806,3.3280687650933984,9.629544699157435,2.1011301565145075,3.994431828323485,1.6166781533823773,2.0652556880972526,0.8396047746167135,3.565765770556734,8.039284580725578,3.07042981379405,6.755628576484661,5.981797322122908,5.996977428419093
2012-01-09,-0.5383246478008843,3.1201155142353514,0.47678470124264294,-0.3871298803758467,0.22503882430970368,0.11071744745597067,0.5098629113417239,1.1071853916222132,0.7453220657669615,-0.34817713320911636,1.7184610352999101,2.4497040550666753,2.3197039455192083,1.3101024575603617,3.2902463877232577,1.2707179667971609,5.316674910999609,1.6865754056745317,3.4842312649495852,3.1743707731178574,1.8229062288538387,1.7264405129370317,1.6987530555203136,1.8219247188851426,0.5561005816736504,1.2336065175369626,3.295092793141791,3.0014662763859405,1.7263121431321125,1.7305288442264768,0.30392999175343594,5.127796175428269,10.45569359087862,1.6817449267463616,1.1579565022912703,1.124901759265029,1.7588748363367586,1.075126263478623,0.7650778423677096,1.0595962547161797,1.763333855849055,1.2887319944108047,0.5138584072093133,0.31064241496677525,4.4674991465001455,2.3234138586479816,1.2735295984127326,-0.08062812934218933,1.011675916775303,1.2119511003171244,0.004589851436033854,2.9959023625627594,6.342228084247267,5.793003940775009,4.6867483987712575,3.288515919734955,3.499897791974405,3.2091844904846525,2.5332173328772996,1.5818178131933998,3.1628399451187477,7.7874836568301475,1.7496809626320413,3.8442240094827014,1.5708717809667796,0.04146400343236678,0.8004500366297691,2.9473045011806924,6.307899799083771,2.4318859263274817,5.420124326101764,4.464384776318454,4.524154801030669
2012-01-10,-0.33534556337343524,-7.912905708658258,-0.7279305897123969,-1.561010953832998,-0.14734881932467037,-0.20203624936578546,-1.163933645571742,-1.210309343599679,-0.8597694670473555,-1.8122817960224396,-5.279840061634218,-6.567087460143426,-6.628921330973199,1.2881618369872712,2.9334479438285257,0.7998481697498256,4.121443365362495,1.3541411433901729,2.973633665006119,2.6933156632750865,1.6253015337322552,1.2158115059710326,1.7796987186109732,1.5527557370952039,0.20666644104799303,0.7706353111675384,2.826522853535266,2.5587475318192503,1.5502388481964289,1.4817646589159494,0.384969744984784,4.700384119092231,9.557325102664812,1.1624524060879082,1.762230888852173,1.6894401049902328,1.6753534298413797,0.6028663582521432,0.5383601856947848,0.5188113093390125,1.5368426163160862,1.184255140974507,0.5695247705281865,0.25799345969508014,4.334280060623044,2.1228850062274454,1.098875493586359,-0.07938386246658702,0.6923238446658857,0.603498296992413,0.028214086645068193,2.789204255359124,6.131225158493365,5.58368812694971,4.59857347645702,3.2461498422687214,3.17220973812465,3.0884622761436518,2.610867739512713,1.350748493123529,2.2863445164441174,5.737636581771994,2.081476675724211,3.314022474653825,1.3784859346446758,0.0611166969221415,0.6076679178564319,2.5483450291373124,5.953058920303221,2.3789572296619674,5.3185348980897444,4.56199205785299,4.6037550819977895
2012-01-11,-0.08859599808909913,-6.913303655540659,-0.738470775489958,-1.357667130543323,-0.08226804042018898,-0.2549717347042142,-0.9105996109052832,-1.273631047216238,-0.8151385597972158,-1.719944097362859,-5.133237475582035,-6.329075331297972,-6.528406769796945,1.20059143523126,3.0409770309196205,0.4886488810491407,-0.6378370709131218,1.024036867287407,2.0850882197553346,1.9335463810760274,1.2285493189778691,0.3014275026379778,1.5563721606036012,1.2061128877399057,0.2837948221291562,0.42190805336681336,1.7606833245532272,1.6367536291983953,1.0627698791954003,1.049228174576733,0.47615555789453623,4.624801455225851,9.127968506254781,0.8017062991763808,2.7650254960323366,2.0174657167306123,8.563187943084358,0.4855949957197936,0.6333546112426305,0.3946495616211081,0.9792625233127126,0.9664297463077602,0.5805347227462265,0.14487946731292212,3.7410022651947514,1.6501848492409472,1.0252976918851218,-0.06842182493780236,0.7147477951364039,0.4346156478900536,-0.12032460110504672,2.207798655929139,4.694866837620779,4.32249477096083,2.249906138955012,2.5717374156026835,1.8991915867408409,2.4798233567662393,2.4336782935133883,0.8960085982967918,1.041343064171656,9.664981644996573,2.167659350387993,1.8499889057817427,1.237988964150599,0.5013076327103931,0.5387037178618783,2.3368112060806894,5.334976160716664,2.0256356091940404,5.262444177939294,4.8189708016194714,4.943201652365794
2012-01-12,-0.04751603437861007,-7.621034579033051,-0.8843605413049236,-1.3100025967709392,-0.1458075160000929,-0.2882396005181569,-0.9868937958348027,-1.242103452579542,-0.8392963591170695,-1.6416095665512778,-5.7799617510560495,-6.838349448879939,-7.255827192421265,1.2059161051367084,3.1555088347265468,0.8955387339442851,-3.94819823361388,1.5855246374362935,3.185724956665993,2.9159001404261033,1.7693790423170839,1.0095120972221707,1.869890450413429,1.6925834013295358,0.4712711438478365,0.8222723247055406,2.831410593762982,2.5917216412739634,1.5882094417344632,1.521086719427501,0.4009038201105257,4.5625934305837745,9.056404494351934,0.27208590775761365,5.270727797265678,2.797224219269168,10.845368249481282,0.8702685179298015,0.7493574308156177,0.49426907103480566,1.1321867921119058,0.8036681661304623,0.5223750128495945,0.10193129513233279,3.4980489990226857,1.695786926085976,0.9416200424852796,0.07670610805000777,0.734021878435442,0.4702999167902906,0.07961410752322351,2.2358481677698734,4.612308283274132,4.221811717510533,1.381326971609525,2.5075706026455364,1.8552887967637872,2.3931744507062405,1.8863492915868179,1.078737194961814,1.1588063742083108,8.371131536898247,2.127223858346973,1.4702966697022362,1.0722454493213611,0.6621696608648904,0.5458266422752871,2.4479941351455246,5.117738175738026,1.851284910632451,5.086956522387986,4.15178816103132,4.308503614121953
2012-01-13,-0.15441202784473873,-0.19619018223173157,-0.11476989469150745,-0.4831850131320934,-0.0030225031203512387,-0.16135971893219647,-0.04862382320722958,0.31632389779345615,-0.11872790896723018,-1.7552393623937945,-0.9216345315209651,-0.25812180876371826,-0.8778434681619132,1.0744997575728235,3.6332068490796416,0.9341259235812558,-2.6129855401769078,1.1962065767692636,2.184293381846402,2.101534010959284,1.2666373420866677,0.7950403364878014,1.6304969054218006,1.2532836136299466,0.2942323525747206,0.8171795956920462,1.6207972775406319,1.5859821212051912,0.9782176345998437,0.9802076487639226,0.1767888911046871,4.5036822379107235,9.223641371543575,2.0044348005170036,4.030114609344508,2.1432120180162215,12.56521695247929,0.7617060108384521,1.0740637092904066,0.7324027116766949,1.0421517469422703,0.7299788208200102,0.33901428751772933,0.018812037260875325,3.19779521638182,1.878890222308133,0.958402269237876,0.018170277233984677,0.6095403625628144,0.37206451227519644,-1.2158915893974687,1.909081969178466,3.748693975321814,3.535377319731907,0.8476219044214304,2.0755754421916492,1.7366139209736104,2.0212854065269497,2.033948099729386,1.2452844719659772,1.2023623458600383,12.483893755159585,1.0865061336073367,1.6480221814739338,0.43180951004091384,1.473371124400657,0.547262458956066,2.649382847248507,5.3588127870063715,1.709876048743336,5.010686017448187,4.483150401489404,4.740148954823496
2012-01-17,-0.1460180668188098,-4.081195230354439,-0.420441525421845,-0.8442168709644946,-0.1190717898770739,-0.29734108390286185,-0.423078100542881,-0.2942406575937042,-0.2828326933559211,-2.3966138781353976,-3.4528456064550994,-3.507821539871486,-4.484249170653271,1.2104159480482508,3.5044923613045285,0.962440778801696,0.7261587335943887,1.2155402998108684,1.6727163675397492,1.4957547525505248,0.8880142721455115,0.6087835054444781,1.4322581251268076,1.0864926444713987,0.43463069235389895,0.9337618172688735,1.5323411221361027,1.3673210609362911,0.8162231653968774,1.0186896233412028,0.23395187749712143,4.480754033624294,9.26884046475649,3.730498338291355,3.3633063347947143,1.9249561456029767,12.539309977595167,0.6083922850321102,1.34889334971232,1.069378858967962,0.7083051666574569,0.7864316758697338,0.3520428666156201,-0.04224355243524558,3.247608596848984,1.6403110370677894,0.9269757129476162,0.11502827894983625,0.7731317953516559,0.6263604313866296,-1.3479655124170584,2.1836081952350597,3.79184024782073,3.4358384132195283,1.4363923678655084,1.9787212834012422,1.910259400261495,2.125555309867053,2.088864405804941,1.1151788930443338,1.5139564980481026,13.46854414055278,0.004399031409647591,2.248794672484024,0.2801660676914608,2.138380491870251,0.5881723734206012,2.7301471848831724,5.277998711609115,1.70579194642022,4.926762862094996,4.575779063540409,4.637344927990206
