"Index","ORCL GOOGL","USLV GLD","USLV AAPL","USLV GOOGL","USLV AMD","USLV NVDA","USLV CSCO","USLV ORCL","USLV TTWO","USLV EA","USLV HYG","USLV LQD","USLV JNK","VOO SPY","KXI VDC","VNQ ORCL","VNQ USO","VNQ QQQ","VNQ SPY","VNQ VOO","VNQ VTI","VNQ VDC","VNQ IBB","VNQ VHT","IYR CSCO","IYR ORCL","IYR SPY","IYR VOO","IYR VTI","IYR VHT","MSFT AMD","UPRO GOOGL","UPRO ORCL","JPM IYR","CVX LQD","CVX IBB","CVX TMF","XOM PG","INTC CSCO","INTC TTWO","COST MSFT","T AAPL","T AMD","T NVDA","T QQQ","T MSFT","T WMT","VZ GOOGL","VZ CSCO","VZ TTWO","VZ EA","VZ QQQ","VZ SPY","VZ VOO","VZ VDE","VZ VTI","VZ VDC","VZ VHT","VZ IYR","VZ MSFT","VZ PG","VZ TMF","VZ JPM","VZ XOM","VZ INTC","VZ COST","VZ WMT","CMCSA ORCL","CMCSA VDC","CMCSA KXI","CMCSA VHT","CMCSA VNQ","CMCSA IYR"
"2012-01-30",1.02524155861872,1.18578544947215,1.07950136731187,1.07036839804104,1.0237015852231,1.02504665308029,1.08492021675688,1.07964289196849,1.04003710763552,1.05298148074082,1.13733307471808,1.14244390378744,1.13647170502624,1.27531207055695,0.998419723850339,1.02533271339285,1.09507971447766,1.00062064273922,1.00808226001834,1.00795646754338,1.00708656554101,1.01903649528567,0.998078300481057,1.00595081611186,1.01764321918731,1.03227455812007,1.00696322896816,1.00672392839979,1.00585296744132,1.00598229690166,1.0293058468155,1.06264586827944,1.02584835765637,1.00100498810807,1.00409553266366,0.998159365271617,0.999823592954023,1.01191083648401,1.01773802742234,1.00885178585676,1.02211403364372,1.00353710476032,1.02484903484567,1.00735692405818,0.998966690843831,1.00417513438566,1.01581140271297,1.01589770819264,1.01648666221393,0.995364622624357,1.00963766034286,1.00154348262297,1.00963864816488,1.00955238094967,1.02707810622877,1.00698653613818,1.01348811879179,1.00723439313955,1.04747460188883,1.00309205332214,1.00063421368363,1.00116182546231,1.00759455344593,1.03192414990636,1.06426152499747,0.998575040268686,1.01744675556108,1.01467461882166,1.00889608104511,1.00753256164543,1.00147634957693,1.00633923715947,1.00426977983016
"2012-01-31",7.77655404336041,34.8633529673897,2.56911562074858,7.48031518153237,1.35523996828142,1.2830844700671,11.2642202065682,12.390431705552,1.73293828293547,3.00131196328525,39.2902830257545,27.9528303331946,39.773665969124,1.25272595819902,0.985616186238052,1.16336812484373,36.6588121696094,1.96103332587831,4.58923974894703,4.78771570868799,4.05584340337037,10.0003866995713,1.14589308394959,3.74080908522788,1.25777146092017,1.06399753317025,4.26580781569899,4.44323807638064,3.69906345454388,3.5181085454261,1.31214025816862,22.9714183915709,10.5847239135498,1.12250526736033,2.93091895590819,1.14494248412727,0.955505645526881,6.06071431691462,1.99655166047945,1.19602410809369,1.08636304687589,1.12053544871178,1.03474380937922,2.24961707807178,0.976663905824653,1.07981720987414,1.45511637226849,5.25111713907608,4.32223730286785,0.886842250370941,1.65210083320061,1.54031786758643,4.39790665455735,4.19191562149186,14.8936496479062,4.71670928970337,4.3654261318418,1.91689603271034,20.971647069252,1.09502246266159,0.877666571932087,0.879103398271253,2.90567212744413,14.9357232199566,7.56962653732806,1.19357051625214,5.53412904702936,1.27781779527228,2.52824184923868,2.61254752876785,1.36897947723848,3.13114286534741,2.80142132901104
"2012-02-01",5.5358406960938,23.7211997994036,2.16060576346437,5.55582000521824,1.19993192383056,1.15098599412726,8.00449309004297,8.69225136246288,1.50053969085449,2.46048187008892,26.6609339862429,19.0660676896425,26.9856759437941,1.16452267016189,0.86708499313675,1.00030297489935,24.9125911484507,1.81450777348698,3.51845843939136,3.64832517117083,3.14693318908063,7.07878301534909,1.06171845412428,2.92862827168235,1.06151379782576,0.928075896410006,3.30700015086109,3.44010437491248,2.9221819322412,2.78610358948753,1.16394262763249,15.6679606848385,7.38289100009504,0.974939488508557,2.25414946274305,1.0022255004087,1.46446002191774,4.4767756369843,1.64115949544176,1.11176336754657,1.07721248758493,1.19587477804431,0.950597560645567,1.87580853856837,0.957733407458565,1.0944729903679,1.23478363342541,3.99372842656434,3.25720120200497,0.80491712628434,1.56356094597472,1.36456123395415,3.38431011817251,3.22953833402077,10.3583158638661,3.60078944957883,3.30519858750908,1.61465013160439,14.3807042713719,1.09092567926371,0.853201053482758,1.21707282696412,2.47024511962865,10.399680962831,5.40935136267687,1.11070846130138,4.04358320885905,1.40449474152751,1.94347027239237,2.00983047423185,1.23194988242986,2.65500394105164,2.44234902016864
"2012-02-02",3.98817236841955,16.2271195739446,1.7246854823089,4.08045387321265,1.03500676632012,1.00528917373791,5.72404773459015,6.15940670874637,1.24918220865527,1.91767283923067,18.1726765013812,13.0954220312357,18.3905462666436,1.09322015638011,0.915158062312351,0.915108256594821,17.0173310855056,1.5642882842808,2.72324926916429,2.80433176263343,2.45481547745235,5.06165401332798,0.925806291196273,2.24948903769235,0.982326758581037,0.851457344836407,2.57241633472625,2.66373730966555,2.29794349898045,2.14777551862188,1.02322563998484,10.7639288061258,5.1988025746335,0.998147252905147,1.93960507689119,1.00417225918793,1.19259153574923,3.28428031871584,1.33630636413395,0.98643672058917,0.968777528184664,1.03097834214497,0.877853530740046,1.51505039138294,0.861633073267928,1.01453680641343,1.17829801054276,2.95953536387656,2.44381323552803,0.745896084603858,1.30031336241306,1.18132440404036,2.56003701130415,2.45250099357226,7.29168932052767,2.75536459066922,2.49693671647245,1.37380570600444,9.95846204531999,0.992436794343218,0.822143592761134,1.02539204660868,1.99077085022778,7.2444324016992,3.88763503116561,1.01075445934432,2.96442965209635,1.19083340209612,1.62664080937513,1.65583120422632,1.14303627407387,2.09782627413002,1.93583837513673
"2012-02-03",2.94526241785422,11.1824757919854,1.39545777135547,3.02744622296315,0.910798999810602,0.895343517295296,4.1311389975337,4.41451945919225,1.06240055273428,1.53258026958006,12.4607136753969,9.07648467456399,12.6067817039108,1.13448332594721,0.859022473224599,0.836881906180135,11.6787173335879,1.32501249474412,2.07369716120133,2.13012694139509,1.89423204004998,3.64366092720342,0.859615856138294,1.74656200702166,0.869390132020084,0.790537534363119,1.97170892334885,2.03622578637212,1.78861004300058,1.6772993486294,0.911394679239951,7.46018735503584,3.76572117620143,0.881601764505592,1.51576637399374,0.880435782678157,1.03540377456955,2.48141312937501,1.13985646500847,0.899514608161352,0.921584419673995,0.947012711131831,0.818394047268639,1.24951866603873,0.812377474366663,0.915070329288252,1.0229199551442,2.23951907200641,1.89227098139664,0.707700608521689,1.15175459707334,1.02293753846829,1.9758872730274,1.90132344866919,5.21509920380703,2.11507577764551,1.92164375327154,1.1625392670637,6.9515800495749,0.921294586841975,0.821807138323824,0.90698284114572,1.62879280071864,5.25005269146064,2.87071370717959,0.887455770072414,2.21986521119153,1.07048634485597,1.31673413752268,1.33230825824504,1.0012961727167,1.70968157323255,1.5968113633026
"2012-02-06",2.2165680272818,7.78004430537225,1.16154719332694,2.27512697204774,0.82334287017653,0.813105013099791,3.02313288176403,3.20907240703779,0.928414304969113,1.24810894844718,8.61629827879449,6.3598622020789,8.71413720268902,1.08618146193479,0.790890962898196,0.773328561109174,8.08873330995342,1.11816432396971,1.62513906205767,1.6634254486187,1.50001412177445,2.69101915268104,0.786889008979478,1.39927893437077,0.797897967226313,0.744959381667529,1.55463547008255,1.59867703502686,1.42684488466681,1.35190724808338,0.827908070744223,5.24957565281515,2.75117038244868,0.827350254998252,1.22605138066047,0.814282575064694,1.02165174035705,1.90116441425288,0.975538328424313,0.816253236945183,0.835216261807793,0.843871998747374,0.77119166701699,1.05493357523091,0.753160212623559,0.839158722374395,0.901366877554089,1.72010868025211,1.49256960170332,0.68808299544058,0.988775765761088,0.898674841513796,1.54743651431672,1.49699882904413,3.77376467416614,1.66304419252977,1.5002836501034,0.992166718642519,4.92728067259271,0.838784939985313,1.08600251983641,0.993228211090291,1.32969343796026,3.74844648169457,2.15418273114515,0.813652466127319,1.70521805308683,0.952049287725369,1.13474837364966,1.14716730339404,0.915187968949409,1.3879549348242,1.30495532309352
"2012-02-07",1.73669677377244,5.50036365833606,1.00509164681331,1.77662750074121,0.763981106537614,0.758676801430482,2.29351727624414,2.41283261065252,0.839439148534878,1.05950662872487,6.03686869838016,4.5512911981611,6.10225988824535,1.01674710819805,0.772680687323331,0.731415840821795,5.66675783865852,0.980362529221014,1.32916503008194,1.35296246582805,1.2503111401491,2.03506203367504,0.800146898979546,1.1600805888035,0.765490509791833,0.716486231852004,1.28603774226926,1.31338425074671,1.20662602606737,1.12919124757909,0.780519997014531,3.75295148757483,2.12524740460632,0.771564743053508,1.1328736874136,0.752115570786077,0.911959623830991,1.5021447713189,0.883689778029174,0.770520407655957,0.786034684749177,0.774209520881142,0.755530650666696,0.920303556620478,0.714719454793763,0.776321993958718,0.828897580527683,1.3831277036023,1.23900713837745,0.68078014638972,0.887132092002001,0.831848717998522,1.28240554715472,1.25059004119452,2.83908309098372,1.37400254683813,1.28424541747688,0.916922742541133,3.58062852425332,0.793892162401176,0.952392013718428,0.894464551209316,1.14295291352804,2.86534254262063,1.69341061904084,0.759501714417357,1.37302271453696,0.887473051138328,0.976260607807203,0.980702486886194,0.824214686180615,1.19179117493549,1.14667396776289
"2012-02-08",1.38890659882829,3.96381538291136,0.902183122481037,1.42590394707678,0.724201444960879,0.721147918352832,1.78484693956095,1.86730824460073,0.780751435022398,0.935115816356564,4.29584023409492,3.32814670197573,4.33959399446078,0.992579310682314,0.783144008998946,0.737307770134099,4.037187998513,0.873865220836548,1.10050935666695,1.1164360724143,1.0471497365004,1.57831425797237,0.745747293030486,0.988541912708977,0.760209759455534,0.740364018039845,1.07104198497771,1.08938878996944,1.01743952486664,0.967085891909187,0.736901015976811,2.75843295020388,1.64228621006449,0.72920653821164,0.978187938170814,0.723468660472148,1.11955803597817,1.22949086326674,0.825222977108744,0.725841774021992,0.738388713140029,0.73030306982409,0.719955556455341,0.826976170407263,0.717559359160293,0.751539843928167,0.794041465132027,1.14091105448926,1.05259176106697,0.664953825572322,0.816060694462618,0.764677518754219,1.07233658546177,1.05186173629562,2.18444697750716,1.14438443732746,1.07159879017046,0.823022975069804,2.63209470680511,0.747645844080745,0.872903771150196,1.23997965558045,0.978686007785184,2.15386967112014,1.35834005960687,0.740585610353034,1.13201761318702,0.805676430615309,0.86334026785579,0.869211327320626,0.771516144163128,1.03230793548868,1.00113720017892
"2012-02-09",1.16847160189575,2.92058869769591,0.835412671105085,1.18801699154335,0.700652996644697,0.697534484032807,1.43824172088208,1.49021610753994,0.741206948085673,0.848102668070328,3.12822749694012,2.49221368007327,3.15686301995641,0.948897363063441,0.746541942350175,0.719065722467009,2.94336558266959,0.810098581705766,0.955267370417791,0.964912562121025,0.921257940171794,1.27379810878263,0.71033021261733,0.870997665419677,0.752243369595417,0.735878291118078,0.937135653683131,0.947809163739129,0.902971156126273,0.85659333168634,0.707092546682834,2.07517224926118,1.39218667681837,0.839048647083771,0.949999780914379,0.694665212544703,0.974390781476615,1.04360368004186,0.798512434131275,0.695866101625095,0.708614115699321,0.697268381983175,0.707762391683304,0.764616454010716,0.688474005774001,0.715845934098588,0.781341673647097,0.990651450386759,0.917146887391755,0.655406376698656,0.757983939622644,0.719370017505396,0.928202231984158,0.914577470319267,1.72786987644432,1.00257609169856,0.928472465269561,0.764516466350914,2.03314559947481,0.710712860915062,0.791826287825497,1.04453319118013,0.873501403306381,1.70260388035761,1.13783038486561,0.719096754807232,1.00841635484258,0.759273527269274,0.787717585373331,0.79116380366866,0.724688815983914,0.929345481590336,0.916482051805344
"2012-02-10",0.997557268478957,2.21396798281197,0.794625470190626,1.0205298834983,0.687464037225319,0.679767564107643,1.19458080452797,1.22819679902705,0.714597672124521,0.788630807392037,2.34133451686803,1.91755506518379,2.35987564551194,1.0564392282536,0.847648388264137,0.710888536089136,2.20974480595933,0.751675299961991,0.867309498003834,0.872330049678401,0.849141387888066,1.08405784266168,0.681875450595484,0.792005529549083,0.714656144516809,0.73702658821364,0.861979681689297,0.867777549495236,0.845513357450072,0.782808267318014,0.687299798413573,1.63440893421588,1.14789980017262,0.77602582254333,0.874610672285933,0.691624669478385,1.00656035533776,0.910517977048626,0.764473365261394,0.674670631583001,0.686569334469406,0.681152568524312,0.688151236021754,0.721206469796652,0.669071494583434,0.701426634353608,0.756446539110276,0.874516301937858,0.829019160474714,0.645066695498606,0.748585715201283,0.692658539543284,0.835913773696221,0.827629605616582,1.4606762258133,0.903148333337211,0.843029163062528,0.723810278222206,1.59118999800502,0.685629419190322,0.815400267690974,1.16475125444625,0.795850079735159,1.41383688702295,0.985926409456121,0.691110842832162,0.888983894518541,0.745951421352637,0.77786244486228,0.746424404464079,0.734385008364773,0.835309367250449,0.824397579677218
